id,name,item_type,category,parent_company,ultimate_parent,ownership_type,ticker_or_jurisdiction,is_surprising_or_subterfuge,subterfuge_details,top_10_percent_enrichment_pct,ethical_swap_recommendation
heinz-organic-yellow-mustard-squeeze-bottle,Heinz Organic Yellow Mustard Squeeze Bottle,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Heinz Ketchup, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
heinz-57-steak-sauce-bottle,Heinz 57 Steak Sauce Bottle,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Heinz Ketchup, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
philadelphia-cream-cheese,Philadelphia Cream Cheese,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
philadelphia-original-cream-cheese-8oz-brick,Philadelphia Original Cream Cheese 8oz Brick,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Philadelphia Cream Cheese, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
philadelphia-original-cream-cheese-spread-tub-12oz,Philadelphia Original Cream Cheese Spread Tub 12oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Philadelphia Cream Cheese, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
philadelphia-whipped-original-cream-cheese-tub,Philadelphia Whipped Original Cream Cheese Tub,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Philadelphia Cream Cheese, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
philadelphia-13-less-fat-neufchatel-cheese,Philadelphia 1/3 Less Fat Neufchatel Cheese,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Philadelphia Cream Cheese, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
velveeta,Velveeta,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
velveeta-original-melting-cheese-loaf-32oz,Velveeta Original Melting Cheese Loaf 32oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Velveeta, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
velveeta-shells-cheese-original-dinner-box,Velveeta Shells & Cheese Original Dinner Box,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Velveeta, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
velveeta-cheesy-skillets-ultimate-cheeseburger-mac,Velveeta Cheesy Skillets Ultimate Cheeseburger Mac,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Velveeta, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
cheez-whiz,Cheez Whiz,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
cheez-whiz-original-cheese-dip-15oz-glass-jar,Cheez Whiz Original Cheese Dip 15oz Glass Jar,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Cheez Whiz, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
oscar-mayer,Oscar Mayer,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
oscar-mayer-classic-uncured-wieners-hot-dogs-16oz,Oscar Mayer Classic Uncured Wieners Hot Dogs 16oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Oscar Mayer, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
oscar-mayer-naturally-hardwood-smoked-bacon-16oz,Oscar Mayer Naturally Hardwood Smoked Bacon 16oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Oscar Mayer, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
oscar-mayer-deli-fresh-smoked-turkey-breast-9oz,Oscar Mayer Deli Fresh Smoked Turkey Breast 9oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Oscar Mayer, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
oscar-mayer-real-bacon-bits-28oz,Oscar Mayer Real Bacon Bits 2.8oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Oscar Mayer, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
lunchables,Lunchables,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
lunchables-turkey-american-cracker-stackers-with-capri-sun,Lunchables Turkey & American Cracker Stackers with Capri Sun,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Lunchables, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
lunchables-extra-cheese-pizza-with-treat,Lunchables Extra Cheese Pizza with Treat,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Lunchables, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
lunchables-ham-cheddar-cracker-stackers-snack-kit,Lunchables Ham & Cheddar Cracker Stackers Snack Kit,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Lunchables, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
ore-ida,Ore-Ida,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
ore-ida-golden-crinkles-french-fried-potatoes-32oz-frozen-bag,Ore-Ida Golden Crinkles French Fried Potatoes 32oz Frozen Bag,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Ore-Ida, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
ore-ida-tater-tots-frozen-seasoned-potatoes,Ore-Ida Tater Tots Frozen Seasoned Potatoes,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Ore-Ida, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
ore-ida-extra-crispy-fast-food-fries,Ore-Ida Extra Crispy Fast Food Fries,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Ore-Ida, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
classico,Classico,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
classico-four-cheese-pasta-sauce-24oz-jar,Classico Four Cheese Pasta Sauce 24oz Jar,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Classico, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
classico-traditional-sweet-basil-marinara-sauce,Classico Traditional Sweet Basil Marinara Sauce,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Classico, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
classico-creamy-alfredo-pasta-sauce,Classico Creamy Alfredo Pasta Sauce,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Classico, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
maxwell-house,Maxwell House,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
maxwell-house-house-blend-medium-roast-ground-coffee-306oz-tub,Maxwell House House Blend Medium Roast Ground Coffee 30.6oz Tub,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Maxwell House, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
maxwell-house-original-roast-ground-coffee-can,Maxwell House Original Roast Ground Coffee Can,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Maxwell House, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
maxwell-house-international-french-vanilla-cafe-powder,Maxwell House International French Vanilla Cafe Powder,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Maxwell House, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
gevalia-kaffe,Gevalia Kaffe,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
gevalia-kaffe-traditional-mild-roast-ground-coffee-12oz,Gevalia Kaffe Traditional Mild Roast Ground Coffee 12oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Gevalia Kaffe, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
gevalia-house-blend-k-cup-coffee-pods-32-count,Gevalia House Blend K-Cup Coffee Pods 32-Count,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Gevalia Kaffe, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
capri-sun,Capri Sun,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
capri-sun-pacific-cooler-ready-to-drink-juice-pouches-10-pack,Capri Sun Pacific Cooler Ready-to-Drink Juice Pouches 10-Pack,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Capri Sun, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
capri-sun-fruit-punch-juice-drinks-10-pack,Capri Sun Fruit Punch Juice Drinks 10-Pack,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Capri Sun, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
capri-sun-strawberry-kiwi-drink-pouches-10-count,Capri Sun Strawberry Kiwi Drink Pouches 10-Count,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Capri Sun, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
kool-aid,Kool-Aid,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
kool-aid-jammers-tropical-punch-drink-pouches-10-pack,Kool-Aid Jammers Tropical Punch Drink Pouches 10-Pack,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Kool-Aid, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
kool-aid-unsweetened-cherry-powder-drink-mix-packet,Kool-Aid Unsweetened Cherry Powder Drink Mix Packet,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Kool-Aid, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
kool-aid-bursts-berry-blue-ready-to-drink-bottles,Kool-Aid Bursts Berry Blue Ready-to-Drink Bottles,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Kool-Aid, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
jell-o,Jell-O,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
jell-o-strawberry-gelatin-dessert-mix-3oz-box,Jell-O Strawberry Gelatin Dessert Mix 3oz Box,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Jell-O, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
jell-o-cook-serve-chocolate-pudding-mix,Jell-O Cook & Serve Chocolate Pudding Mix,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Jell-O, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
jell-o-ready-to-eat-chocolate-vanilla-swirl-pudding-cups-4-pack,Jell-O Ready-to-Eat Chocolate Vanilla Swirl Pudding Cups 4-Pack,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Jell-O, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
grey-poupon,Grey Poupon,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
grey-poupon-dijon-mustard-8oz-glass-jar,Grey Poupon Dijon Mustard 8oz Glass Jar,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Grey Poupon, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
grey-poupon-country-style-stone-ground-mustard,Grey Poupon Country Style Stone Ground Mustard,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Grey Poupon, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
bagel-bites,Bagel Bites,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
bagel-bites-pizza-snacks-sausage-pepperoni-9-count-frozen-box,Bagel Bites Pizza Snacks Sausage & Pepperoni 9-Count Frozen Box,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Bagel Bites, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
bagel-bites-cheese-pepperoni-mini-bagels-18-count,Bagel Bites Cheese & Pepperoni Mini Bagels 18-Count,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Bagel Bites, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
cracker-barrel-cheese,Cracker Barrel Cheese,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
cracker-barrel-extra-sharp-yellow-cheddar-cheese-block-8oz,Cracker Barrel Extra Sharp Yellow Cheddar Cheese Block 8oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Cracker Barrel Cheese, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
cracker-barrel-rich-white-cheddar-cheese-slices,Cracker Barrel Rich White Cheddar Cheese Slices,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Cracker Barrel Cheese, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
miracle-whip,Miracle Whip,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
miracle-whip-original-dressing-squeeze-bottle-30oz,Miracle Whip Original Dressing Squeeze Bottle 30oz,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Miracle Whip, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
miracle-whip-light-dressing-tub,Miracle Whip Light Dressing Tub,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by Miracle Whip, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
a1-steak-sauce,A.1. Steak Sauce,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
a1-original-steak-sauce-10oz-glass-bottle,A.1. Original Steak Sauce 10oz Glass Bottle,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by A.1. Steak Sauce, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
a1-thick-hearty-bold-steak-sauce,A.1. Thick & Hearty Bold Steak Sauce,product,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,"Manufactured by A.1. Steak Sauce, a division of Kraft Heinz. Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.",92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
shake-n-bake,Shake 'n Bake,brand,Food & Beverage,Kraft Heinz,The Kraft Heinz Company,Public Conglomerate (3G Capital / Berkshire Hathaway),NASDAQ: KHC,False,Packaged shelf-stable and condiments giant created by 3G Capital and Berkshire Hathaway.,92.5,Local Co-op Cheddar / Jovial Pasta / Organic Valley / Primal Kitchen
